rfam_acc	db_id	comment	db_link	other_params	type
RF02013	SO		0000276	microRNA	Gene; miRNA;
RF02013	MIPF		MIPF0000648		Gene; miRNA;
RF02013	URL		http://www.mirbase.org		Gene; miRNA;
RF02013	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02013	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02014	SO		0000276	microRNA	Gene; miRNA;
RF02014	MIPF		MIPF0000601		Gene; miRNA;
RF02014	URL		http://www.mirbase.org		Gene; miRNA;
RF02014	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02014	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02015	SO		0000276	microRNA	Gene; miRNA;
RF02015	MIPF		MIPF0000725		Gene; miRNA;
RF02015	URL		http://www.mirbase.org		Gene; miRNA;
RF02015	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02015	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02016	SO		0000276	microRNA	Gene; miRNA;
RF02016	MIPF		MIPF0000668		Gene; miRNA;
RF02016	URL		http://www.mirbase.org		Gene; miRNA;
RF02016	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02016	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02017	SO		0000276	microRNA	Gene; miRNA;
RF02017	MIPF		MIPF0000768		Gene; miRNA;
RF02017	URL		http://www.mirbase.org		Gene; miRNA;
RF02017	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02017	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02018	SO		0000276	microRNA	Gene; miRNA;
RF02018	MIPF		MIPF0000596		Gene; miRNA;
RF02018	URL		http://www.mirbase.org		Gene; miRNA;
RF02018	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02018	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02019	SO		0000276	microRNA	Gene; miRNA;
RF02019	MIPF		MIPF0000688		Gene; miRNA;
RF02019	URL		http://www.mirbase.org		Gene; miRNA;
RF02019	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02019	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02020	SO		0000276	microRNA	Gene; miRNA;
RF02020	MIPF		MIPF0000013		Gene; miRNA;
RF02020	URL		http://www.mirbase.org		Gene; miRNA;
RF02020	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02020	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02021	SO		0000276	microRNA	Gene; miRNA;
RF02021	MIPF		MIPF0000900		Gene; miRNA;
RF02021	URL		http://www.mirbase.org		Gene; miRNA;
RF02021	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02021	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02022	SO		0000276	microRNA	Gene; miRNA;
RF02022	MIPF		MIPF0000674		Gene; miRNA;
RF02022	URL		http://www.mirbase.org		Gene; miRNA;
RF02022	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02022	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02023	SO		0000276	microRNA	Gene; miRNA;
RF02023	MIPF		MIPF0000628		Gene; miRNA;
RF02023	URL		http://www.mirbase.org;		Gene; miRNA;
RF02023	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02023	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02023	URL		http://www.mirbase.org		Gene; miRNA;
RF02024	SO		0000276	microRNA	Gene; miRNA;
RF02024	MIPF		MIPF0000789		Gene; miRNA;
RF02024	URL		http://www.mirbase.org		Gene; miRNA;
RF02024	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02024	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02025	SO		0000276	microRNA	Gene; miRNA;
RF02025	MIPF		MIPF0001107		Gene; miRNA;
RF02025	URL		http://www.mirbase.org		Gene; miRNA;
RF02025	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02025	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02026	SO		0000276	microRNA	Gene; miRNA;
RF02026	MIPF		MIPF0000886		Gene; miRNA;
RF02026	URL		http://www.mirbase.org		Gene; miRNA;
RF02026	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02026	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02027	SO		0000276	microRNA	Gene; miRNA;
RF02027	MIPF		MIPF0000861		Gene; miRNA;
RF02027	URL		http://www.mirbase.org		Gene; miRNA;
RF02027	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02027	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02028	SO		0000276	microRNA	Gene; miRNA;
RF02028	MIPF		MIPF0000646		Gene; miRNA;
RF02028	URL		http://www.mirbase.org		Gene; miRNA;
RF02028	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02028	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02029	SO		0000655	ncRNA	Gene; sRNA;
RF02030	SO		0000655	ncRNA	Gene; sRNA;
RF02031	SO		0000655	ncRNA	Gene; sRNA;
RF02031	GO		0009266	response to temperature stimulus	Gene; sRNA;
RF02032	SO		0001263	ncRNA_gene	Gene;
RF02033	SO		0001263	ncRNA_gene	Gene;
RF02034	SO		0001263	ncRNA_gene	Gene;
RF02035	SO		0001263	ncRNA_gene	Gene;
RF02036	SO		0001263	ncRNA_gene	Gene;
RF02037	SO		0001263	ncRNA_gene	Gene;
RF02038	SO		0001463	lincRNA	Gene; lncRNA;
RF02038	GO		0005737	cytoplasm	Gene; lncRNA;
RF02039	SO		0001463	lincRNA	Gene; lncRNA;
RF02039	GO		0005737	cytoplasm	Gene; lncRNA;
RF02040	SO		0001463	lincRNA	Gene; lncRNA;
RF02041	SO		0001463	lincRNA	Gene; lncRNA;
RF02042	SO		0001463	lincRNA	Gene; lncRNA;
RF02043	SO		0001463	lincRNA	Gene; lncRNA;
RF02044	SO		0001463	lincRNA	Gene; lncRNA;
RF02044	GO		0006342	chromatin silencing	Gene; lncRNA;
RF02044	GO		0005515	protein binding	Gene; lncRNA;
RF02045	SO		0001463	lincRNA	Gene; lncRNA;
RF02045	GO		0006342	chromatin silencing	Gene; lncRNA;
RF02045	GO		0005515	protein binding	Gene; lncRNA;
RF02046	SO		0001463	lincRNA	Gene; lncRNA;
RF02046	GO		0008049	male courtship behavior	Gene; lncRNA;
RF02046	GO		0010629	negative regulation of gene expression	Gene; lncRNA;
RF02047	SO		0001463	lincRNA	Gene; lncRNA;
RF02047	GO		0008049	male courtship behavior	Gene; lncRNA;
RF02047	GO		0010629	negative regulation of gene expression	Gene; lncRNA;
RF02048	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02049	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02050	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02051	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02052	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02053	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02054	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02055	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02056	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02057	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02058	SO		0001263	ncRNA_gene	Gene;
RF02059	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02060	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02061	SO		0001244	pre_miRNA	Gene; miRNA;
RF02062	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02063	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02064	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02065	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02066	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02067	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02068	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02069	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02070	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02071	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02072	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02073	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02074	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02075	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02076	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02077	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02078	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02079	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02080	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02081	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02082	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02083	SO		0001263	ncRNA_gene	Gene; antitoxin;
RF02083	GO		0017148	negative regulation of translation	Gene; antitoxin;
RF02083	GO		0003729	mRNA binding	Gene; antitoxin;
RF02084	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02085	SO		0001463	lincRNA	Gene; lncRNA;
RF02085	GO		0005737	cytoplasm	Gene; lncRNA;
RF02085	GO		0042749	regulation of circadian sleep/wake cycle	Gene; lncRNA;
RF02086	SO		0001463	lincRNA	Gene; lncRNA;
RF02086	GO		0005737	cytoplasm	Gene; lncRNA;
RF02086	GO		0042749	regulation of circadian sleep/wake cycle	Gene; lncRNA;
RF02087	SO		0001463	lincRNA	Gene; lncRNA;
RF02087	GO		0005737	cytoplasm	Gene; lncRNA;
RF02087	GO		0042749	regulation of circadian sleep/wake cycle	Gene; lncRNA;
RF02088	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02089	SO		0001463	lincRNA	Gene; lncRNA;
RF02090	SO		0001463	lincRNA	Gene; lncRNA;
RF02091	SO		0001463	lincRNA	Gene; lncRNA;
RF02092	SO		0001244	pre_miRNA	Gene; miRNA;
RF02092	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02093	SO		0001244	pre_miRNA	Gene; miRNA;
RF02093	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02094	SO		0001244	pre_miRNA	Gene; miRNA;
RF02094	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02095	SO		0001244	pre_miRNA	Gene; miRNA;
RF02095	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02096	SO		0001244	pre_miRNA	Gene; miRNA;
RF02096	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02097	SO		0001244	pre_miRNA	Gene; miRNA;
RF02097	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02098	SO		0001463	lincRNA	Gene; lncRNA;
RF02099	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02100	SO		0005836	regulatory_region	Gene; sRNA;
RF02101	SO		0001463	lincRNA	Gene; lncRNA;
RF02101	GO		0005840	ribosome	Gene; lncRNA;
RF02101	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02102	SO		0001463	lincRNA	Gene; lncRNA;
RF02102	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02103	SO		0001463	lincRNA	Gene; lncRNA;
RF02104	SO		0001463	lincRNA	Gene; lncRNA;
RF02105	SO		0001463	lincRNA	Gene; lncRNA;
RF02106	SO		0001463	lincRNA	Gene; lncRNA;
RF02107	SO		0001463	lincRNA	Gene; lncRNA;
RF02108	SO		0001463	lincRNA	Gene; lncRNA;
RF02109	SO		0001463	lincRNA	Gene; lncRNA;
RF02110	SO		0001463	lincRNA	Gene; lncRNA;
RF02111	SO		0000655	ncRNA	Gene;
RF02112	SO		0001463	lincRNA	Gene; lncRNA;
RF02112	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02113	SO		0001463	lincRNA	Gene; lncRNA;
RF02113	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02114	SO		0001463	lincRNA	Gene; lncRNA;
RF02115	SO		0001463	lincRNA	Gene; lncRNA;
RF02116	SO		0001463	lincRNA	Gene; lncRNA;
RF02116	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02117	SO		0001463	lincRNA	Gene; lncRNA;
RF02117	GO		0043066	negative regulation of apoptotic process	Gene; lncRNA;
RF02118	SO		0001463	lincRNA	Gene; lncRNA;
RF02118	GO		0043066	negative regulation of apoptotic process	Gene; lncRNA;
RF02119	SO		0001463	lincRNA	Gene; lncRNA;
RF02119	GO		0010628	positive regulation of gene expression	Gene; lncRNA;
RF02120	SO		0001463	lincRNA	Gene; lncRNA;
RF02120	GO		0010628	positive regulation of gene expression	Gene; lncRNA;
RF02121	SO		0001463	lincRNA	Gene; lncRNA;
RF02121	GO		0010628	positive regulation of gene expression	Gene; lncRNA;
RF02122	SO		0001463	lincRNA	Gene; lncRNA;
RF02122	GO		0010628	positive regulation of gene expression	Gene; lncRNA;
RF02123	SO		0001463	lincRNA	Gene; lncRNA;
RF02123	GO		0010628	positive regulation of gene expression	Gene; lncRNA;
RF02124	SO		0001463	lincRNA	Gene; lncRNA;
RF02124	GO		0010628	positive regulation of gene expression	Gene; lncRNA;
RF02125	SO		0001463	lincRNA	Gene; lncRNA;
RF02125	GO		0010628	positive regulation of gene expression	Gene; lncRNA;
RF02126	SO		0001463	lincRNA	Gene; lncRNA;
RF02127	SO		0001463	lincRNA	Gene; lncRNA;
RF02128	SO		0001463	lincRNA	Gene; lncRNA;
RF02129	SO		0001463	lincRNA	Gene; lncRNA;
RF02130	SO		0001463	lincRNA	Gene; lncRNA;
RF02131	SO		0001463	lincRNA	Gene; lncRNA;
RF02132	SO		0001463	lincRNA	Gene; lncRNA;
RF02133	SO		0001463	lincRNA	Gene; lncRNA;
RF02134	SO		0001463	lincRNA	Gene; lncRNA;
RF02134	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02135	SO		0001463	lincRNA	Gene; lncRNA;
RF02135	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02136	SO		0001463	lincRNA	Gene; lncRNA;
RF02136	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02137	SO		0001463	lincRNA	Gene; lncRNA;
RF02137	GO		0010629	negative regulation of gene expression	Gene; lncRNA;
RF02138	SO		0001463	lincRNA	Gene; lncRNA;
RF02138	GO		0010629	negative regulation of gene expression	Gene; lncRNA;
RF02139	SO		0001463	lincRNA	Gene; lncRNA;
RF02139	GO		0010629	negative regulation of gene expression	Gene; lncRNA;
RF02140	SO		0001463	lincRNA	Gene; lncRNA;
RF02140	GO		0010629	negative regulation of gene expression	Gene; lncRNA;
RF02141	SO		0001463	lincRNA	Gene; lncRNA;
RF02141	GO		0010629	negative regulation of gene expression	Gene; lncRNA;
RF02142	SO		0001463	lincRNA	Gene; lncRNA;
RF02142	GO		0010629	negative regulation of gene expression	Gene; lncRNA;
RF02143	SO		0001463	lincRNA	Gene; lncRNA;
RF02144	SO		0001263	ncRNA_gene	Gene;
RF02145	SO		0001463	lincRNA	Gene; lncRNA;
RF02145	GO		0005634	nucleus	Gene; lncRNA;
RF02146	SO		0001463	lincRNA	Gene; lncRNA;
RF02146	GO		0005634	nucleus	Gene; lncRNA;
RF02147	SO		0001463	lincRNA	Gene; lncRNA;
RF02147	GO		0005634	nucleus	Gene; lncRNA;
RF02148	SO		0001463	lincRNA	Gene; lncRNA;
RF02149	SO		0001463	lincRNA	Gene; lncRNA;
RF02150	SO		0001463	lincRNA	Gene; lncRNA;
RF02151	SO		0001641	lincRNA gene	Gene; lncRNA;
RF02153	SO		0001463	lincRNA	Gene; lncRNA;
RF02154	SO		0001463	lincRNA	Gene; lncRNA;
RF02154	GO		0010628	positive regulation of gene expression	Gene; lncRNA;
RF02155	SO		0001463	lincRNA	Gene; lncRNA;
RF02155	GO		0010628	positive regulation of gene expression	Gene; lncRNA;
RF02156	SO		0001463	lincRNA	Gene; lncRNA;
RF02156	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02156	GO		0003729	mRNA binding	Gene; lncRNA;
RF02157	SO		0001463	lincRNA	Gene; lncRNA;
RF02157	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02157	GO		0003729	mRNA binding	Gene; lncRNA;
RF02158	SO		0001463	lincRNA	Gene; lncRNA;
RF02158	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02158	GO		0003729	mRNA binding	Gene; lncRNA;
RF02159	SO		0001463	lincRNA	Gene; lncRNA;
RF02160	SO		0001463	lincRNA	Gene; lncRNA;
RF02161	SO		0001463	lincRNA	Gene; lncRNA;
RF02162	SO		0000726	repeat_unit	Gene; lncRNA;
RF02162	GO		0016458	gene silencing	Gene; lncRNA;
RF02163	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF02163	GO		0030488	tRNA methylation	Gene; snRNA; snoRNA; CD-box;
RF02164	SO		0001463	lincRNA	Gene; lncRNA;
RF02165	SO		0001463	lincRNA	Gene; lncRNA;
RF02166	SO		0001463	lincRNA	Gene; lncRNA;
RF02167	SO		0001463	lincRNA	Gene; lncRNA;
RF02168	SO		0001463	lincRNA	Gene; lncRNA;
RF02169	SO		0001463	lincRNA	Gene; lncRNA;
RF02170	SO		0001463	lincRNA	Gene; lncRNA;
RF02171	SO		0001463	lincRNA	Gene; lncRNA;
RF02172	SO		0001463	lincRNA	Gene; lncRNA;
RF02173	SO		0001463	lincRNA	Gene; lncRNA;
RF02174	SO		0001463	lincRNA	Gene; lncRNA;
RF02175	SO		0001463	lincRNA	Gene; lncRNA;
RF02176	SO		0001463	lincRNA	Gene; lncRNA;
RF02177	SO		0001463	lincRNA	Gene; lncRNA;
RF02178	SO		0001463	lincRNA	Gene; lncRNA;
RF02179	SO		0001463	lincRNA	Gene; lncRNA;
RF02180	SO		0001463	lincRNA	Gene; lncRNA;
RF02181	SO		0001463	lincRNA	Gene; lncRNA;
RF02182	SO		0001463	lincRNA	Gene; lncRNA;
RF02183	SO		0001463	lincRNA	Gene; lncRNA;
RF02184	SO		0001463	lincRNA	Gene; lncRNA;
RF02185	SO		0001463	lincRNA	Gene; lncRNA;
RF02186	SO		0001463	lincRNA	Gene; lncRNA;
RF02187	SO		0001463	lincRNA	Gene; lncRNA;
RF02188	SO		0001463	lincRNA	Gene; lncRNA;
RF02189	SO		0001463	lincRNA	Gene; lncRNA;
RF02190	SO		0001463	lincRNA	Gene; lncRNA;
RF02191	SO		0001463	lincRNA	Gene; lncRNA;
RF02192	SO		0001463	lincRNA	Gene; lncRNA;
RF02193	SO		0001463	lincRNA	Gene; lncRNA;
RF02194	SO		0000077	antisense	Gene; antisense;
RF02195	SO		0001463	lincRNA	Gene; lncRNA;
RF02196	SO		0001463	lincRNA	Gene; lncRNA;
RF02197	SO		0001463	lincRNA	Gene; lncRNA;
RF02198	SO		0001463	lincRNA	Gene; lncRNA;
RF02199	SO		0001463	lincRNA	Gene; lncRNA;
RF02200	SO		0001463	lincRNA	Gene; lncRNA;
RF02201	SO		0001463	lincRNA	Gene; lncRNA;
RF02202	SO		0001463	lincRNA	Gene; lncRNA;
RF02202	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02203	SO		0001463	lincRNA	Gene; lncRNA;
RF02204	SO		0001463	lincRNA	Gene; lncRNA;
RF02205	SO		0001463	lincRNA	Gene; lncRNA;
RF02206	SO		0001463	lincRNA	Gene; lncRNA;
RF02207	SO		0001463	lincRNA	Gene; lncRNA;
RF02208	SO		0001463	lincRNA	Gene; lncRNA;
RF02209	SO		0001463	lincRNA	Gene; lncRNA;
RF02210	SO		0001463	lincRNA	Gene; lncRNA;
RF02211	SO		0001463	lincRNA	Gene; lncRNA;
RF02211	GO		0010629	negative regulation of gene expression	Gene; lncRNA;
RF02212	SO		0001463	lincRNA	Gene; lncRNA;
RF02212	GO		0010629	negative regulation of gene expression	Gene; lncRNA;
RF02213	SO		0001463	lincRNA	Gene; lncRNA;
RF02213	GO		0010629	negative regulation of gene expression	Gene; lncRNA;
RF02214	SO		0000276	microRNA	Gene; miRNA;
RF02214	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02214	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02214	GO		0050779	RNA destabilization	Gene; miRNA;
RF02215	SO		0001463	lincRNA	Gene; lncRNA;
RF02215	GO		0005634	nucleus	Gene; lncRNA;
RF02215	GO		0005737	cytoplasm	Gene; lncRNA;
RF02216	SO		0001463	lincRNA	Gene; lncRNA;
RF02216	GO		0005634	nucleus	Gene; lncRNA;
RF02216	GO		0005737	cytoplasm	Gene; lncRNA;
RF02217	SO		0001463	lincRNA	Gene; lncRNA;
RF02217	GO		0005634	nucleus	Gene; lncRNA;
RF02217	GO		0005737	cytoplasm	Gene; lncRNA;
RF02218	SO		0001463	lincRNA	Gene; lncRNA;
RF02219	SO		0001463	lincRNA	Gene; lncRNA;
RF02220	SO		0001463	lincRNA	Gene; lncRNA;
RF02221	SO		0000370	small_regulatory_ncRNA	Gene; sRNA;
RF02222	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02223	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02224	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02225	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02226	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02227	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02228	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02230	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02231	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02231	GO		0009405	pathogenesis	Gene; sRNA;
RF02232	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02233	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02234	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02235	SO		0000644	antisense_RNA	Gene; sRNA;
RF02236	SO		0000644	antisense_RNA	Gene; sRNA;
RF02237	SO		0000644	antisense_RNA	Gene; sRNA;
RF02238	SO		0000644	antisense_RNA	Gene; sRNA;
RF02239	SO		0000644	antisense_RNA	Gene; sRNA;
RF02240	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02241	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02242	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02243	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02244	SO		0000276	microRNA	Gene; miRNA;
RF02244	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02244	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02245	SO		0000276	microRNA	Gene; miRNA;
RF02245	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02245	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02246	SO		0001463	lincRNA	Gene; lncRNA;
RF02246	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02247	SO		0001463	lincRNA	Gene; lncRNA;
RF02247	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02248	SO		0001463	lincRNA	Gene; lncRNA;
RF02248	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02249	SO		0001463	lincRNA	Gene; lncRNA;
RF02249	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02250	SO		0001463	lincRNA	Gene; lncRNA;
RF02250	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02251	SO		0001463	lincRNA	Gene; lncRNA;
RF02251	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02252	SO		0001463	lincRNA	Gene; lncRNA;
RF02252	GO		0010468	regulation of gene expression	Gene; lncRNA;
RF02253	GO		0010039	response to iron ion	Cis-reg;
RF02253	SO		0004725	regulatory_region	Cis-reg;
RF02254	SO		0000276	microRNA	Gene; miRNA;
RF02254	GO		0035068	micro-ribonucleoprotein complex	Gene; miRNA;
RF02254	GO		0035195	gene silencing by miRNA	Gene; miRNA;
RF02255	SO		0001463	lincRNA	Gene; lncRNA;
RF02256	SO		0001463	lincRNA	Gene; lncRNA;
RF02257	SO		0001463	lincRNA	Gene; lncRNA;
RF02258	SO		0001463	lincRNA	Gene; lncRNA;
RF02259	SO		0001463	lincRNA	Gene; lncRNA;
RF02259	GO		0051726	regulation of cell cycle	Gene; lncRNA;
RF02260	SO		0000205	three_prime_UTR	Cis-reg;
RF02260	SO		0005836	regulatory_region	Cis-reg;
RF02261	SO		0000205	three_prime_UTR	Cis-reg;
RF02261	SO		0005836	regulatory_region	Cis-reg;
RF02262	SO		0000205	three_prime_UTR	Cis-reg;
RF02262	SO		0005836	regulatory_region	Cis-reg;
RF02263	SO		0000205	three_prime_UTR	Cis-reg;
RF02263	SO		0005836	regulatory_region	Cis-reg;
RF02264	SO		0000205	three_prime_UTR	Cis-reg;
RF02264	SO		0005836	regulatory_region	Cis-reg;
RF02265	SO		0000205	three_prime_UTR	Cis-reg;
RF02265	SO		0005836	regulatory_region	Cis-reg;
RF02266	SO		0000655	ncRNA	Gene; lncRNA;
RF02267	SO		0001463	lincRNA	Gene; lncRNA;
RF02267	GO		0051726	regulation of cell cycle	Gene; lncRNA;
RF02268	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02268	GO		0015797	mannitol transport	Gene; sRNA;
RF02269	SO		0001263	ncRNA_gene	Gene; sRNA;
RF02270	SO		0001263	ncRNA_gene	Gene;
RF02271	SO		0000655	noncoding RNA	Cis-reg;
RF02272	SO		0001463	lincRNA	Gene; lncRNA;
RF02272	GO		0051726	regulation of cell cycle	Gene; lncRNA;
RF02273	SO		0001263	non-coding RNA gene	Gene;
RF02273	GO		0006417	regulation of translation	Gene;
RF02274	SO		0001263	non-coding RNA gene	Gene;
RF02275	SO		0000374	ribozyme	Gene; ribozyme;
RF02275	GO		0003824	catalytic activity	Gene; ribozyme;
RF02276	SO		0000380	hammerhead ribozyme	Gene; ribozyme;
RF02276	GO		0003824	catalytic activity	Gene; ribozyme;
RF02277	SO		0000380	hammerhead ribozyme	Gene; ribozyme;
RF02277	GO		0003824	catalytic activity	Gene; ribozyme;
RF02278	SO		000655	noncoding RNA	Gene; sRNA;
RF02279	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF02279	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF02279	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF02280	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF02280	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF02280	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF02281	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF02281	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF02281	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF02282	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF02282	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF02282	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF02283	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF02283	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF02283	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF02284	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF02284	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF02284	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
RF02285	SO		0000593	C_D_box_snoRNA	Gene; snRNA; snoRNA; CD-box;
RF02285	GO		0006396	RNA processing	Gene; snRNA; snoRNA; CD-box;
RF02285	GO		0005730	nucleolus	Gene; snRNA; snoRNA; CD-box;
