rfam_acc	rfam_id	type	sequence_type	description	ncbi_id	rfamseq_acc	seq_start	seq_end	dbxrefs	PMIDS	version	species	tax_string
RF00005	RF00005	tRNA	full	tRNA	407821	KK114092	81967	81895	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114093	222648	222720	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114093	291110	291040	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114093	300400	300472	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114093	366079	366151	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114093	366330	366402	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114093	367706	367778	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114093	531307	531379	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114093	531560	531632	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114096	97640	97562	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114096	98469	98541	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114096	141322	141250	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114096	151863	151935	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114096	186706	186634	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114096	244844	244916	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114096	274129	274201	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114097	21767	21697	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114097	77891	77821	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114097	96222	96150	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114097	96476	96404	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114097	96719	96647	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114101	20428	20356	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114102	67448	67376	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114102	67700	67628	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114102	67953	67881	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114103	50534	50462	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114103	94953	95025	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114103	241630	241558	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114103	241888	241816	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114103	248158	248230	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114104	4047	4120	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114105	101532	101460	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114105	196766	196838	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114105	197022	197094	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114105	277483	277411	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114106	73256	73184	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114106	73510	73438	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114107	16078	16150	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114107	63565	63495	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114107	185629	185559	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114110	104185	104113	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114110	109466	109538	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114110	139243	139313	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114112	146366	146438	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114112	158371	158299	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114112	228465	228393	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114112	230142	230214	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114112	482422	482494	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114112	529154	529224	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114112	529383	529454	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114112	585729	585658	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114112	585982	585910	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114112	655863	655935	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114112	817006	817078	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114117	294911	294981	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114117	400231	400303	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114117	400485	400557	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114117	424638	424710	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114118	156012	156084	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114118	359110	359038	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114118	401431	401359	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114118	577808	577736	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114118	578061	577989	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114118	688679	688607	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114120	97439	97511	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114120	99937	99866	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114120	101883	101955	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114120	110097	110169	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114120	227003	227075	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114120	227256	227328	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114120	299686	299758	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114120	339798	339727	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114121	24400	24328	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114122	113299	113227	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114122	175936	175864	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114122	176189	176117	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114122	203509	203437	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114124	43460	43388	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114124	43713	43642	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114124	79882	79810	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114124	80136	80064	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114124	99618	99546	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114124	164146	164218	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114124	164399	164471	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114124	188715	188643	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114126	192390	192318	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114127	9908	9980	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114128	279531	279459	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114128	279788	279716	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114128	331980	332052	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114129	101739	101812	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114129	106403	106475	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114129	106655	106727	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114130	60828	60756	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114131	308604	308534	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114132	118082	118154	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114132	151927	151999	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114132	152181	152253	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114133	596	668	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
RF00005	RF00005	tRNA	full	tRNA	407821	KK114133	49603	49676	SO:0000253,GO:0030533	8256282,9023104	1	Stegodyphus mimosarum	Eukaryota Metazoa Arthropoda Chelicerata Arachnida Araneae Araneomorphae Entelegynae Eresoidea Eresidae Stegodyphus.
