########################################
# Program: tcode
# Rundate: Wed 21 Jan 2026 16:40:58
# Commandline: tcode
#    -sequence XIST.fasta
#    -window 200
#    -outfile XIST_tcode.out
#    -plot
#    -graph png
# Report_format: table
# Report_file: XIST_tcode.out
########################################

#=======================================
#
# Sequence: URS000025784F     from: 1   to: 37027
# HitCount: 12276
#
# Fickett TESTCODE statistic
#
#=======================================

  Start     End  Strand   Score Estimation
  30655   30854       +   0.808 No opinion
  30658   30857       +   0.820 No opinion
  30661   30860       +   0.863 No opinion
  30664   30863       +   0.802 No opinion
  30667   30866       +   0.906 No opinion
  30670   30869       +   0.853 No opinion
  30673   30872       +   0.880 No opinion
  30676   30875       +   0.804 No opinion
  30679   30878       +   0.639 Non-coding
  30682   30881       +   0.767 No opinion
  30685   30884       +   0.846 No opinion
  30688   30887       +   0.681 Non-coding
  30691   30890       +   0.688 Non-coding
  30694   30893       +   0.681 Non-coding
  30697   30896       +   0.681 Non-coding
  30700   30899       +   0.681 Non-coding
  30703   30902       +   0.799 No opinion
  30706   30905       +   0.681 Non-coding
  30709   30908       +   0.708 Non-coding
  30712   30911       +   0.681 Non-coding
  30715   30914       +   0.681 Non-coding
  30718   30917       +   0.739 Non-coding
  30721   30920       +   0.782 No opinion
  30724   30923       +   0.782 No opinion
  30727   30926       +   0.782 No opinion
  30730   30929       +   0.738 Non-coding
  30733   30932       +   0.624 Non-coding
  30736   30935       +   0.618 Non-coding
  30739   30938       +   0.563 Non-coding
  30742   30941       +   0.521 Non-coding
  30745   30944       +   0.454 Non-coding
  30748   30947       +   0.482 Non-coding
  30751   30950       +   0.482 Non-coding
  30754   30953       +   0.548 Non-coding
  30757   30956       +   0.542 Non-coding
  30760   30959       +   0.542 Non-coding
  30763   30962       +   0.548 Non-coding
  30766   30965       +   0.533 Non-coding
  30769   30968       +   0.533 Non-coding
  30772   30971       +   0.628 Non-coding
  30775   30974       +   0.633 Non-coding
  30778   30977       +   0.640 Non-coding
  30781   30980       +   0.633 Non-coding
  30784   30983       +   0.633 Non-coding
  30787   30986       +   0.640 Non-coding
  30790   30989       +   0.640 Non-coding
  30793   30992       +   0.640 Non-coding
  30796   30995       +   0.649 Non-coding
  30799   30998       +   0.603 Non-coding
  30802   31001       +   0.598 Non-coding
  30805   31004       +   0.634 Non-coding
  30808   31007       +   0.667 Non-coding
  30811   31010       +   0.703 Non-coding
  30814   31013       +   0.670 Non-coding
  30817   31016       +   0.634 Non-coding
  30820   31019       +   0.634 Non-coding
  30823   31022       +   0.634 Non-coding
  30826   31025       +   0.504 Non-coding
  30829   31028       +   0.537 Non-coding
  30832   31031       +   0.428 Non-coding
  30835   31034       +   0.363 Non-coding
  30838   31037       +   0.363 Non-coding
  30841   31040       +   0.363 Non-coding
  30844   31043       +   0.391 Non-coding
  30847   31046       +   0.386 Non-coding
  30850   31049       +   0.386 Non-coding
  30853   31052       +   0.386 Non-coding
  30856   31055       +   0.387 Non-coding
  30859   31058       +   0.372 Non-coding
  30862   31061       +   0.372 Non-coding
  30865   31064       +   0.413 Non-coding
  30868   31067       +   0.379 Non-coding
  30871   31070       +   0.379 Non-coding
  30874   31073       +   0.390 Non-coding
  30877   31076       +   0.384 Non-coding
  30880   31079       +   0.348 Non-coding
  30883   31082       +   0.342 Non-coding
  30886   31085       +   0.379 Non-coding
  30889   31088       +   0.374 Non-coding
  30892   31091       +   0.374 Non-coding
  30895   31094       +   0.353 Non-coding
  30898   31097       +   0.317 Non-coding
  30901   31100       +   0.311 Non-coding
  30904   31103       +   0.317 Non-coding
  30907   31106       +   0.317 Non-coding
  30910   31109       +   0.311 Non-coding
  30913   31112       +   0.371 Non-coding
  30916   31115       +   0.334 Non-coding
  30919   31118       +   0.365 Non-coding
  30922   31121       +   0.365 Non-coding
  30925   31124       +   0.519 Non-coding
  30928   31127       +   0.514 Non-coding
  30931   31130       +   0.436 Non-coding
  30934   31133       +   0.460 Non-coding
  30937   31136       +   0.558 Non-coding
  30940   31139       +   0.592 Non-coding
  30943   31142       +   0.506 Non-coding
  30946   31145       +   0.447 Non-coding
  30949   31148       +   0.525 Non-coding
  30952   31151       +   0.537 Non-coding
  30955   31154       +   0.549 Non-coding
  30958   31157       +   0.570 Non-coding
  30961   31160       +   0.537 Non-coding
  30964   31163       +   0.425 Non-coding
  30967   31166       +   0.389 Non-coding
  30970   31169       +   0.537 Non-coding
  30973   31172       +   0.591 Non-coding
  30976   31175       +   0.638 Non-coding
  30979   31178       +   0.600 Non-coding
  30982   31181       +   0.454 Non-coding
  30985   31184       +   0.490 Non-coding
  30988   31187       +   0.500 Non-coding
  30991   31190       +   0.496 Non-coding
  30994   31193       +   0.588 Non-coding
  30997   31196       +   0.627 Non-coding
  31000   31199       +   0.590 Non-coding
  31003   31202       +   0.584 Non-coding
  31006   31205       +   0.548 Non-coding
  31009   31208       +   0.523 Non-coding
  31012   31211       +   0.560 Non-coding
  31015   31214       +   0.495 Non-coding
  31018   31217       +   0.529 Non-coding
  31021   31220       +   0.482 Non-coding
  31024   31223       +   0.566 Non-coding
  31027   31226       +   0.566 Non-coding
  31030   31229       +   0.420 Non-coding
  31033   31232       +   0.400 Non-coding
  31036   31235       +   0.429 Non-coding
  31039   31238       +   0.423 Non-coding
  31042   31241       +   0.353 Non-coding
  31045   31244       +   0.371 Non-coding
  31048   31247       +   0.371 Non-coding
  31051   31250       +   0.376 Non-coding
  31054   31253       +   0.433 Non-coding
  31057   31256       +   0.430 Non-coding
  31060   31259       +   0.462 Non-coding
  31063   31262       +   0.579 Non-coding
  31066   31265       +   0.543 Non-coding
  31069   31268       +   0.438 Non-coding
  31072   31271       +   0.447 Non-coding
  31075   31274       +   0.499 Non-coding
  31078   31277       +   0.538 Non-coding
  31081   31280       +   0.511 Non-coding
  31084   31283       +   0.680 Non-coding
  31087   31286       +   0.513 Non-coding
  31090   31289       +   0.613 Non-coding
  31093   31292       +   0.627 Non-coding
  31096   31295       +   0.758 No opinion
  31099   31298       +   0.751 No opinion
  31102   31301       +   0.579 Non-coding
  31105   31304       +   0.644 Non-coding
  31108   31307       +   0.600 Non-coding
  31111   31310       +   0.600 Non-coding
  31114   31313       +   0.631 Non-coding
  31117   31316       +   0.631 Non-coding
  31120   31319       +   0.566 Non-coding
  31123   31322       +   0.554 Non-coding
  31126   31325       +   0.494 Non-coding
  31129   31328       +   0.448 Non-coding
  31132   31331       +   0.502 Non-coding
  31135   31334       +   0.567 Non-coding
  31138   31337       +   0.533 Non-coding
  31141   31340       +   0.647 Non-coding
  31144   31343       +   0.631 Non-coding
  31147   31346       +   0.657 Non-coding
  31150   31349       +   0.677 Non-coding
  31153   31352       +   0.503 Non-coding
  31156   31355       +   0.578 Non-coding
  31159   31358       +   0.503 Non-coding
  31162   31361       +   0.596 Non-coding
  31165   31364       +   0.575 Non-coding
  31168   31367       +   0.575 Non-coding
  31171   31370       +   0.635 Non-coding
  31174   31373       +   0.582 Non-coding
  31177   31376       +   0.654 Non-coding
  31180   31379       +   0.737 Non-coding
  31183   31382       +   0.643 Non-coding
  31186   31385       +   0.643 Non-coding
  31189   31388       +   0.597 Non-coding
  31192   31391       +   0.752 No opinion
  31195   31394       +   0.680 Non-coding
  31198   31397       +   0.674 Non-coding
  31201   31400       +   0.557 Non-coding
  31204   31403       +   0.529 Non-coding
  31207   31406       +   0.511 Non-coding
  31210   31409       +   0.511 Non-coding
  31213   31412       +   0.559 Non-coding
  31216   31415       +   0.632 Non-coding
  31219   31418       +   0.590 Non-coding
  31222   31421       +   0.650 Non-coding
  31225   31424       +   0.604 Non-coding
  31228   31427       +   0.669 Non-coding
  31231   31430       +   0.669 Non-coding
  31234   31433       +   0.644 Non-coding
  31237   31436       +   0.636 Non-coding
  31240   31439       +   0.654 Non-coding
  31243   31442       +   0.612 Non-coding
  31246   31445       +   0.635 Non-coding
  31249   31448       +   0.544 Non-coding
  31252   31451       +   0.635 Non-coding
  31255   31454       +   0.636 Non-coding
  31258   31457       +   0.657 Non-coding
  31261   31460       +   0.729 Non-coding
  31264   31463       +   0.667 Non-coding
  31267   31466       +   0.720 Non-coding
  31270   31469       +   0.813 No opinion
  31273   31472       +   0.713 Non-coding
  31276   31475       +   0.713 Non-coding
  31279   31478       +   0.714 Non-coding
  31282   31481       +   0.713 Non-coding
  31285   31484       +   0.713 Non-coding
  31288   31487       +   0.713 Non-coding
  31291   31490       +   0.778 No opinion
  31294   31493       +   0.754 No opinion
  31297   31496       +   0.771 No opinion
  31300   31499       +   0.793 No opinion
  31303   31502       +   0.778 No opinion
  31306   31505       +   0.754 No opinion
  31309   31508       +   0.823 No opinion
  31312   31511       +   0.776 No opinion
  31315   31514       +   0.739 Non-coding
  31318   31517       +   0.768 No opinion
  31321   31520       +   0.718 Non-coding
  31324   31523       +   0.736 Non-coding
  31327   31526       +   0.682 Non-coding
  31330   31529       +   0.682 Non-coding
  31333   31532       +   0.682 Non-coding
  31336   31535       +   0.755 No opinion
  31339   31538       +   0.771 No opinion
  31342   31541       +   0.797 No opinion
  31345   31544       +   0.721 Non-coding
  31348   31547       +   0.778 No opinion
  31351   31550       +   0.716 Non-coding
  31354   31553       +   0.792 No opinion
  31357   31556       +   0.792 No opinion
  31360   31559       +   0.799 No opinion
  31363   31562       +   0.786 No opinion
  31366   31565       +   0.773 No opinion
  31369   31568       +   0.885 No opinion
  31372   31571       +   0.885 No opinion
  31375   31574       +   0.858 No opinion
  31378   31577       +   0.852 No opinion
  31381   31580       +   0.860 No opinion
  31384   31583       +   0.866 No opinion
  31387   31586       +   0.826 No opinion
  31390   31589       +   1.034 Coding    
  31393   31592       +   0.974 Coding    
  31396   31595       +   0.852 No opinion
  31399   31598       +   0.878 No opinion
  31402   31601       +   0.765 No opinion
  31405   31604       +   0.685 Non-coding
  31408   31607       +   0.636 Non-coding
  31411   31610       +   0.622 Non-coding
  31414   31613       +   0.648 Non-coding
  31417   31616       +   0.711 Non-coding
  31420   31619       +   0.607 Non-coding
  31423   31622       +   0.672 Non-coding
  31426   31625       +   0.672 Non-coding
  31429   31628       +   0.773 No opinion
  31432   31631       +   0.739 Non-coding
  31435   31634       +   0.798 No opinion
  31438   31637       +   0.769 No opinion
  31441   31640       +   0.778 No opinion
  31444   31643       +   0.778 No opinion
  31447   31646       +   0.768 No opinion
  31450   31649       +   0.702 Non-coding
  31453   31652       +   0.661 Non-coding
  31456   31655       +   0.661 Non-coding
  31459   31658       +   0.693 Non-coding
  31462   31661       +   0.693 Non-coding
  31465   31664       +   0.693 Non-coding
  31468   31667       +   0.790 No opinion
  31471   31670       +   0.817 No opinion
  31474   31673       +   0.817 No opinion
  31477   31676       +   0.729 Non-coding
  31480   31679       +   0.812 No opinion
  31483   31682       +   0.785 No opinion
  31486   31685       +   0.785 No opinion
  31489   31688       +   0.656 Non-coding
  31492   31691       +   0.713 Non-coding
  31495   31694       +   0.728 Non-coding
  31498   31697       +   0.640 Non-coding
  31501   31700       +   0.689 Non-coding
  31504   31703       +   0.562 Non-coding
  31507   31706       +   0.707 Non-coding
  31510   31709       +   0.514 Non-coding
  31513   31712       +   0.645 Non-coding
  31516   31715       +   0.612 Non-coding
  31519   31718       +   0.627 Non-coding
  31522   31721       +   0.707 Non-coding
  31525   31724       +   0.627 Non-coding
  31528   31727       +   0.704 Non-coding
  31531   31730       +   0.621 Non-coding
  31534   31733       +   0.701 Non-coding
  31537   31736       +   0.619 Non-coding
  31540   31739       +   0.700 Non-coding
  31543   31742       +   0.732 Non-coding
  31546   31745       +   0.738 Non-coding
  31549   31748       +   0.620 Non-coding
  31552   31751       +   0.475 Non-coding
  31555   31754       +   0.668 Non-coding
  31558   31757       +   0.654 Non-coding
  31561   31760       +   0.621 Non-coding
  31564   31763       +   0.621 Non-coding
  31567   31766       +   0.550 Non-coding
  31570   31769       +   0.495 Non-coding
  31573   31772       +   0.414 Non-coding
  31576   31775       +   0.422 Non-coding
  31579   31778       +   0.416 Non-coding
  31582   31781       +   0.392 Non-coding
  31585   31784       +   0.343 Non-coding
  31588   31787       +   0.331 Non-coding
  31591   31790       +   0.336 Non-coding
  31594   31793       +   0.331 Non-coding
  31597   31796       +   0.331 Non-coding
  31600   31799       +   0.343 Non-coding
  31603   31802       +   0.343 Non-coding
  31606   31805       +   0.368 Non-coding
  31609   31808       +   0.402 Non-coding
  31612   31811       +   0.391 Non-coding
  31615   31814       +   0.391 Non-coding
  31618   31817       +   0.413 Non-coding
  31621   31820       +   0.373 Non-coding
  31624   31823       +   0.373 Non-coding
  31627   31826       +   0.366 Non-coding
  31630   31829       +   0.409 Non-coding
  31633   31832       +   0.374 Non-coding
  31636   31835       +   0.409 Non-coding
  31639   31838       +   0.408 Non-coding
  31642   31841       +   0.390 Non-coding
  31645   31844       +   0.396 Non-coding
  31648   31847       +   0.396 Non-coding
  31651   31850       +   0.396 Non-coding
  31654   31853       +   0.396 Non-coding
  31657   31856       +   0.461 Non-coding
  31660   31859       +   0.461 Non-coding
  31663   31862       +   0.526 Non-coding
  31666   31865       +   0.498 Non-coding
  31669   31868       +   0.467 Non-coding
  31672   31871       +   0.461 Non-coding
  31675   31874       +   0.373 Non-coding
  31678   31877       +   0.373 Non-coding
  31681   31880       +   0.373 Non-coding
  31684   31883       +   0.404 Non-coding
  31687   31886       +   0.516 Non-coding
  31690   31889       +   0.404 Non-coding
  31693   31892       +   0.404 Non-coding
  31696   31895       +   0.438 Non-coding
  31699   31898       +   0.432 Non-coding
  31702   31901       +   0.337 Non-coding
  31705   31904       +   0.337 Non-coding
  31708   31907       +   0.337 Non-coding
  31711   31910       +   0.398 Non-coding
  31714   31913       +   0.358 Non-coding
  31717   31916       +   0.335 Non-coding
  31720   31919       +   0.358 Non-coding
  31723   31922       +   0.429 Non-coding
  31726   31925       +   0.457 Non-coding
  31729   31928       +   0.509 Non-coding
  31732   31931       +   0.509 Non-coding
  31735   31934       +   0.509 Non-coding
  31738   31937       +   0.521 Non-coding
  31741   31940       +   0.649 Non-coding
  31744   31943       +   0.537 Non-coding
  31747   31946       +   0.515 Non-coding
  31750   31949       +   0.484 Non-coding
  31753   31952       +   0.517 Non-coding
  31756   31955       +   0.484 Non-coding
  31759   31958       +   0.490 Non-coding
  31762   31961       +   0.582 Non-coding
  31765   31964       +   0.582 Non-coding
  31768   31967       +   0.559 Non-coding
  31771   31970       +   0.553 Non-coding
  31774   31973       +   0.553 Non-coding
  31777   31976       +   0.559 Non-coding
  31780   31979       +   0.495 Non-coding
  31783   31982       +   0.464 Non-coding
  31786   31985       +   0.464 Non-coding
  31789   31988       +   0.458 Non-coding
  31792   31991       +   0.482 Non-coding
  31795   31994       +   0.439 Non-coding
  31798   31997       +   0.403 Non-coding
  31801   32000       +   0.455 Non-coding
  31804   32003       +   0.395 Non-coding
  31807   32006       +   0.372 Non-coding
  31810   32009       +   0.372 Non-coding
  31813   32012       +   0.469 Non-coding
  31816   32015       +   0.492 Non-coding
  31819   32018       +   0.403 Non-coding
  31822   32021       +   0.398 Non-coding
  31825   32024       +   0.427 Non-coding
  31828   32027       +   0.450 Non-coding
  31831   32030       +   0.529 Non-coding
  31834   32033       +   0.492 Non-coding
  31837   32036       +   0.427 Non-coding
  31840   32039       +   0.440 Non-coding
  31843   32042       +   0.504 Non-coding
  31846   32045       +   0.564 Non-coding
  31849   32048       +   0.567 Non-coding
  31852   32051       +   0.507 Non-coding
  31855   32054       +   0.588 Non-coding
  31858   32057       +   0.612 Non-coding
  31861   32060       +   0.612 Non-coding
  31864   32063       +   0.573 Non-coding
  31867   32066       +   0.661 Non-coding
  31870   32069       +   0.721 Non-coding
  31873   32072       +   0.686 Non-coding
  31876   32075       +   0.827 No opinion
  31879   32078       +   0.692 Non-coding
  31882   32081       +   0.687 Non-coding
  31885   32084       +   0.568 Non-coding
  31888   32087       +   0.659 Non-coding
  31891   32090       +   0.695 Non-coding
  31894   32093       +   0.648 Non-coding
  31897   32096       +   0.597 Non-coding
  31900   32099       +   0.615 Non-coding
  31903   32102       +   0.621 Non-coding
  31906   32105       +   0.715 Non-coding
  31909   32108       +   0.713 Non-coding
  31912   32111       +   0.713 Non-coding
  31915   32114       +   0.743 No opinion
  31918   32117       +   0.717 Non-coding
  31921   32120       +   0.799 No opinion
  31924   32123       +   0.734 Non-coding
  31927   32126       +   0.748 No opinion
  31930   32129       +   0.715 Non-coding
  31933   32132       +   0.726 Non-coding
  31936   32135       +   0.746 No opinion
  31939   32138       +   0.726 Non-coding
  31942   32141       +   0.762 No opinion
  31945   32144       +   0.795 No opinion
  31948   32147       +   0.809 No opinion
  31951   32150       +   0.865 No opinion
  31954   32153       +   0.873 No opinion
  31957   32156       +   0.769 No opinion
  31960   32159       +   0.825 No opinion
  31963   32162       +   0.931 No opinion
  31966   32165       +   1.017 Coding    
  31969   32168       +   0.867 No opinion
  31972   32171       +   0.867 No opinion
  31975   32174       +   0.872 No opinion
  31978   32177       +   0.898 No opinion
  31981   32180       +   0.724 Non-coding
  31984   32183       +   0.795 No opinion
  31987   32186       +   0.768 No opinion
  31990   32189       +   0.770 No opinion
  31993   32192       +   0.749 No opinion
  31996   32195       +   0.670 Non-coding
  31999   32198       +   0.770 No opinion
  32002   32201       +   0.905 No opinion
  32005   32204       +   0.899 No opinion
  32008   32207       +   0.925 No opinion
  32011   32210       +   0.853 No opinion
  32014   32213       +   0.800 No opinion
  32017   32216       +   0.807 No opinion
  32020   32219       +   0.807 No opinion
  32023   32222       +   0.942 No opinion
  32026   32225       +   0.968 Coding    
  32029   32228       +   0.926 No opinion
  32032   32231       +   1.017 Coding    
  32035   32234       +   0.915 No opinion
  32038   32237       +   1.036 Coding    
  32041   32240       +   1.062 Coding    
  32044   32243       +   1.082 Coding    
  32047   32246       +   1.056 Coding    
  32050   32249       +   1.068 Coding    
  32053   32252       +   1.080 Coding    
  32056   32255       +   1.080 Coding    
  32059   32258       +   1.014 Coding    
  32062   32261       +   1.031 Coding    
  32065   32264       +   1.003 Coding    
  32068   32267       +   0.754 No opinion
  32071   32270       +   0.858 No opinion
  32074   32273       +   0.754 No opinion
  32077   32276       +   0.862 No opinion
  32080   32279       +   0.720 Non-coding
  32083   32282       +   0.673 Non-coding
  32086   32285       +   0.664 Non-coding
  32089   32288       +   0.591 Non-coding
  32092   32291       +   0.562 Non-coding
  32095   32294       +   0.593 Non-coding
  32098   32297       +   0.599 Non-coding
  32101   32300       +   0.421 Non-coding
  32104   32303       +   0.502 Non-coding
  32107   32306       +   0.445 Non-coding
  32110   32309       +   0.453 Non-coding
  32113   32312       +   0.612 Non-coding
  32116   32315       +   0.546 Non-coding
  32119   32318       +   0.391 Non-coding
  32122   32321       +   0.503 Non-coding
  32125   32324       +   0.503 Non-coding
  32128   32327       +   0.318 Non-coding
  32131   32330       +   0.354 Non-coding
  32134   32333       +   0.393 Non-coding
  32137   32336       +   0.363 Non-coding
  32140   32339       +   0.363 Non-coding
  32143   32342       +   0.367 Non-coding
  32146   32345       +   0.367 Non-coding
  32149   32348       +   0.469 Non-coding
  32152   32351       +   0.366 Non-coding
  32155   32354       +   0.483 Non-coding
  32158   32357       +   0.501 Non-coding
  32161   32360       +   0.438 Non-coding
  32164   32363       +   0.469 Non-coding
  32167   32366       +   0.457 Non-coding
  32170   32369       +   0.525 Non-coding
  32173   32372       +   0.451 Non-coding
  32176   32375       +   0.474 Non-coding
  32179   32378       +   0.474 Non-coding
  32182   32381       +   0.492 Non-coding
  32185   32384       +   0.699 Non-coding
  32188   32387       +   0.612 Non-coding
  32191   32390       +   0.623 Non-coding
  32194   32393       +   0.618 Non-coding
  32197   32396       +   0.519 Non-coding
  32200   32399       +   0.584 Non-coding
  32203   32402       +   0.556 Non-coding
  32206   32405       +   0.579 Non-coding
  32209   32408       +   0.629 Non-coding
  32212   32411       +   0.653 Non-coding
  32215   32414       +   0.666 Non-coding
  32218   32417       +   0.629 Non-coding
  32221   32420       +   0.629 Non-coding
  32224   32423       +   0.600 Non-coding
  32227   32426       +   0.612 Non-coding
  32230   32429       +   0.633 Non-coding
  32233   32432       +   0.594 Non-coding
  32236   32435       +   0.609 Non-coding
  32239   32438       +   0.609 Non-coding
  32242   32441       +   0.577 Non-coding
  32245   32444       +   0.561 Non-coding
  32248   32447       +   0.529 Non-coding
  32251   32450       +   0.527 Non-coding
  32254   32453       +   0.562 Non-coding
  32257   32456       +   0.562 Non-coding
  32260   32459       +   0.642 Non-coding
  32263   32462       +   0.642 Non-coding
  32266   32465       +   0.525 Non-coding
  32269   32468       +   0.489 Non-coding
  32272   32471       +   0.534 Non-coding
  32275   32474       +   0.381 Non-coding
  32278   32477       +   0.519 Non-coding
  32281   32480       +   0.553 Non-coding
  32284   32483       +   0.517 Non-coding
  32287   32486       +   0.517 Non-coding
  32290   32489       +   0.590 Non-coding
  32293   32492       +   0.519 Non-coding
  32296   32495       +   0.489 Non-coding
  32299   32498       +   0.519 Non-coding
  32302   32501       +   0.374 Non-coding
  32305   32504       +   0.354 Non-coding
  32308   32507       +   0.374 Non-coding
  32311   32510       +   0.374 Non-coding
  32314   32513       +   0.374 Non-coding
  32317   32516       +   0.444 Non-coding
  32320   32519       +   0.664 Non-coding
  32323   32522       +   0.530 Non-coding
  32326   32525       +   0.642 Non-coding
  32329   32528       +   0.637 Non-coding
  32332   32531       +   0.637 Non-coding
  32335   32534       +   0.599 Non-coding
  32338   32537       +   0.614 Non-coding
  32341   32540       +   0.706 Non-coding
  32344   32543       +   0.668 Non-coding
  32347   32546       +   0.625 Non-coding
  32350   32549       +   0.685 Non-coding
  32353   32552       +   0.737 Non-coding
  32356   32555       +   0.746 No opinion
  32359   32558       +   0.735 Non-coding
  32362   32561       +   0.697 Non-coding
  32365   32564       +   0.626 Non-coding
  32368   32567       +   0.703 Non-coding
  32371   32570       +   0.558 Non-coding
  32374   32573       +   0.558 Non-coding
  32377   32576       +   0.671 Non-coding
  32380   32579       +   0.558 Non-coding
  32383   32582       +   0.441 Non-coding
  32386   32585       +   0.441 Non-coding
  32389   32588       +   0.472 Non-coding
  32392   32591       +   0.584 Non-coding
  32395   32594       +   0.548 Non-coding
  32398   32597       +   0.511 Non-coding
  32401   32600       +   0.576 Non-coding
  32404   32603       +   0.748 No opinion
  32407   32606       +   0.519 Non-coding
  32410   32609       +   0.548 Non-coding
  32413   32612       +   0.516 Non-coding
  32416   32615       +   0.489 Non-coding
  32419   32618       +   0.489 Non-coding
  32422   32621       +   0.457 Non-coding
  32425   32624       +   0.578 Non-coding
  32428   32627       +   0.626 Non-coding
  32431   32630       +   0.514 Non-coding
  32434   32633       +   0.635 Non-coding
  32437   32636       +   0.627 Non-coding
  32440   32639       +   0.686 Non-coding
  32443   32642       +   0.626 Non-coding
  32446   32645       +   0.502 Non-coding
  32449   32648       +   0.575 Non-coding
  32452   32651       +   0.601 Non-coding
  32455   32654       +   0.615 Non-coding
  32458   32657       +   0.559 Non-coding
  32461   32660       +   0.626 Non-coding
  32464   32663       +   0.514 Non-coding
  32467   32666       +   0.527 Non-coding
  32470   32669       +   0.560 Non-coding
  32473   32672       +   0.514 Non-coding
  32476   32675       +   0.518 Non-coding
  32479   32678       +   0.518 Non-coding
  32482   32681       +   0.625 Non-coding
  32485   32684       +   0.716 Non-coding
  32488   32687       +   0.636 Non-coding
  32491   32690       +   0.737 Non-coding
  32494   32693       +   0.740 Non-coding
  32497   32696       +   0.747 No opinion
  32500   32699       +   0.670 Non-coding
  32503   32702       +   0.783 No opinion
  32506   32705       +   0.788 No opinion
  32509   32708       +   0.708 Non-coding
  32512   32711       +   0.724 Non-coding
  32515   32714       +   0.714 Non-coding
  32518   32717       +   0.714 Non-coding
  32521   32720       +   0.596 Non-coding
  32524   32723       +   0.525 Non-coding
  32527   32726       +   0.639 Non-coding
  32530   32729       +   0.574 Non-coding
  32533   32732       +   0.634 Non-coding
  32536   32735       +   0.636 Non-coding
  32539   32738       +   0.648 Non-coding
  32542   32741       +   0.616 Non-coding
  32545   32744       +   0.618 Non-coding
  32548   32747       +   0.616 Non-coding
  32551   32750       +   0.723 Non-coding
  32554   32753       +   0.648 Non-coding
  32557   32756       +   0.645 Non-coding
  32560   32759       +   0.639 Non-coding
  32563   32762       +   0.612 Non-coding
  32566   32765       +   0.725 Non-coding
  32569   32768       +   0.686 Non-coding
  32572   32771       +   0.686 Non-coding
  32575   32774       +   0.725 Non-coding
  32578   32777       +   0.608 Non-coding
  32581   32780       +   0.725 Non-coding
  32584   32783       +   0.706 Non-coding
  32587   32786       +   0.607 Non-coding
  32590   32789       +   0.617 Non-coding
  32593   32792       +   0.617 Non-coding
  32596   32795       +   0.594 Non-coding
  32599   32798       +   0.594 Non-coding
  32602   32801       +   0.558 Non-coding
  32605   32804       +   0.568 Non-coding
  32608   32807       +   0.617 Non-coding
  32611   32810       +   0.575 Non-coding
  32614   32813       +   0.654 Non-coding
  32617   32816       +   0.645 Non-coding
  32620   32819       +   0.612 Non-coding
  32623   32822       +   0.612 Non-coding
  32626   32825       +   0.594 Non-coding
  32629   32828       +   0.589 Non-coding
  32632   32831       +   0.589 Non-coding
  32635   32834       +   0.571 Non-coding
  32638   32837       +   0.565 Non-coding
  32641   32840       +   0.562 Non-coding
  32644   32843       +   0.562 Non-coding
  32647   32846       +   0.635 Non-coding
  32650   32849       +   0.635 Non-coding
  32653   32852       +   0.664 Non-coding
  32656   32855       +   0.687 Non-coding
  32659   32858       +   0.687 Non-coding
  32662   32861       +   0.747 No opinion
  32665   32864       +   0.743 No opinion
  32668   32867       +   0.789 No opinion
  32671   32870       +   0.783 No opinion
  32674   32873       +   0.665 Non-coding
  32677   32876       +   0.671 Non-coding
  32680   32879       +   0.693 Non-coding
  32683   32882       +   0.619 Non-coding
  32686   32885       +   0.578 Non-coding
  32689   32888       +   0.613 Non-coding
  32692   32891       +   0.619 Non-coding
  32695   32894       +   0.713 Non-coding
  32698   32897       +   0.679 Non-coding
  32701   32900       +   0.744 No opinion
  32704   32903       +   0.682 Non-coding
  32707   32906       +   0.787 No opinion
  32710   32909       +   0.859 No opinion
  32713   32912       +   0.871 No opinion
  32716   32915       +   0.810 No opinion
  32719   32918       +   0.712 Non-coding
  32722   32921       +   0.706 Non-coding
  32725   32924       +   0.828 No opinion
  32728   32927       +   0.688 Non-coding
  32731   32930       +   0.749 No opinion
  32734   32933       +   0.776 No opinion
  32737   32936       +   0.803 No opinion
  32740   32939       +   0.633 Non-coding
  32743   32942       +   0.701 Non-coding
  32746   32945       +   0.739 Non-coding
  32749   32948       +   0.711 Non-coding
  32752   32951       +   0.661 Non-coding
  32755   32954       +   0.739 Non-coding
  32758   32957       +   0.726 Non-coding
  32761   32960       +   0.767 No opinion
  32764   32963       +   0.767 No opinion
  32767   32966       +   0.715 Non-coding
  32770   32969       +   0.691 Non-coding
  32773   32972       +   0.655 Non-coding
  32776   32975       +   0.691 Non-coding
  32779   32978       +   0.718 Non-coding
  32782   32981       +   0.680 Non-coding
  32785   32984       +   0.637 Non-coding
  32788   32987       +   0.673 Non-coding
  32791   32990       +   0.712 Non-coding
  32794   32993       +   0.827 No opinion
  32797   32996       +   0.775 No opinion
  32800   32999       +   0.718 Non-coding
  32803   33002       +   0.740 No opinion
  32806   33005       +   0.675 Non-coding
  32809   33008       +   0.769 No opinion
  32812   33011       +   0.675 Non-coding
  32815   33014       +   0.675 Non-coding
  32818   33017       +   0.783 No opinion
  32821   33020       +   0.783 No opinion
  32824   33023       +   0.709 Non-coding
  32827   33026       +   0.735 Non-coding
  32830   33029       +   0.641 Non-coding
  32833   33032       +   0.699 Non-coding
  32836   33035       +   0.674 Non-coding
  32839   33038       +   0.705 Non-coding
  32842   33041       +   0.611 Non-coding
  32845   33044       +   0.685 Non-coding
  32848   33047       +   0.625 Non-coding
