URS_taxid	CRS_start_relative_to_URS	CRS_end_relative_to_URS	chromosome	CRS_start_relative_to_genome	CRS_end_relative_to_genome	CRS_id	CRS_fdr
URS000034C6E0_9606	401	450	chr10	54655952	54656001	M0164064	28.85
URS00008B5B53_9606	135	172	chr10	54864625	54864662	M0164098	13.86
URS00006ECC92_9606	23	80	chr10	55597840	55597897	M0164205	11.66
URS000096B8D7_9606	-43	14	chr10	55597840	55597897	M0164205	11.66
URS000096B8D7_9606	230	275	chr10	55598113	55598158	M0164203	13.86
URS000096B8D7_9606	412	555	chr10	55598295	55598438	M0164211	7.08
URS000096B8D7_9606	725	795	chr10	55598608	55598678	M0164227	5.68
URS000095FA57_9606	158	357	chr10	55599192	55599391	M0164232	0.0
URS000095FA57_9606	333	357	chr10	55599367	55599391	M0164244	8.85
URS000095FA57_9606	548	603	chr10	55599582	55599637	M0164253	14.35
URS00008B9464_9606	5452	5484	chr10	58304606	58304638	M0164641	11.72
URS0000026558_9606	54	86	chr10	58304606	58304638	M0164641	11.72
URS00009BA501_9606	53	85	chr10	58304606	58304638	M0164641	11.72
URS00008B9464_9606	5560	5633	chr10	58304714	58304787	M0164639	14.68
URS0000026558_9606	162	235	chr10	58304714	58304787	M0164639	14.68
URS00009BA501_9606	161	234	chr10	58304714	58304787	M0164639	14.68
URS00008B614F_9606	190	287	chr10	58513538	58513635	M0164780	3.47
URS00008BB57F_9606	1610	1660	chr10	58746301	58746351	M1448673	16.7
URS00008B21C3_9606	256	319	chr10	58999758	58999821	M0164954	14.35
URS00008C331A_9606	256	319	chr10	58999758	58999821	M0164954	14.35
URS00008BEB45_9606	246	309	chr10	58999758	58999821	M0164954	14.35
URS000075D3C8_9606	241	304	chr10	58999758	58999821	M0164954	14.35
URS00008BB812_9606	232	295	chr10	58999758	58999821	M0164954	14.35
URS00004FE766_9606	133	196	chr10	58999758	58999821	M0164954	14.35
URS00009AF325_9606	132	195	chr10	58999758	58999821	M0164954	14.35
URS00008BDD72_9606	148	178	chr10	59176282	59176312	M0165009	27.76
URS00008E3A78_9606	153	183	chr10	59176282	59176312	M0165009	27.76
URS00008BF759_9606	123	153	chr10	59176282	59176312	M0165009	27.76
URS00008B9CF9_9606	372	404	chr10	60508222	60508254	M1449171	11.66
URS00009B2D36_9606	3643	3675	chr10	60803434	60803466	M1449273	16.64
URS00008B5998_9606	334	368	chr10	61782034	61782068	M1449572	13.86
URS00008BA0BB_9606	361	403	chr10	62083378	62083420	M1449678	9.24
URS00008BA0BB_9606	224	267	chr10	62083514	62083557	M1449687	16.64
URS00009B29F2_9606	110	185	chr10	62374944	62375019	M0166000	18.86
URS0000759DA2_9606	109	184	chr10	62374944	62375019	M0166000	18.86
URS00009B29F2_9606	43	102	chr10	62375027	62375086	M1449797	11.72
URS0000759DA2_9606	42	101	chr10	62375027	62375086	M1449797	11.72
URS00009C14AB_9606	33	111	chr10	63521393	63521471	M0166254	17.38
URS00009BED15_9606	-15	63	chr10	63521393	63521471	M0166254	17.38
URS0000675BE7_9606	-59	56	chr10	63783652	63783767	M1450314	8.27
URS00001496F7_9606	388	420	chr10	64036399	64036431	M1450379	11.72
URS00009B636C_9606	388	420	chr10	64036399	64036431	M1450379	11.72
URS00009B5AF2_9606	291	330	chr10	64352038	64352077	M0166540	10.41
URS00008B8477_9606	248	285	chr10	65782875	65782912	M1450675	15.94
URS00008BFCA3_9606	17	57	chr10	66098678	66098718	M1450736	10.85
URS0000539D12_9606	9	49	chr10	66098678	66098718	M1450736	10.85
URS00009B6B16_9606	-13	22	chr10	66120799	66120834	M0166787	9.92
URS00009ADBE6_9606	-13	22	chr10	66120799	66120834	M0166787	9.92
URS00008BAC2B_9606	662	816	chr10	67109358	67109512	M1450983	10.41
URS00008BAC2B_9606	1636	1691	chr10	67110332	67110387	M1450990	16.7
URS00008B7019_9606	689	747	chr10	68150024	68150082	M1451166	16.64
URS00009B2AD2_9606	440	494	chr10	68235076	68235130	M1451220	11.66
URS00002564EA_9606	931	989	chr10	68699430	68699488	M1451252	10.41
URS00008B7B6D_9606	7	85	chr10	69362738	69362816	M0167350	13.86
URS00008B7B6D_9606	482	527	chr10	69387740	69387785	M0167358	15.94
URS00008BB35D_9606	886	971	chr10	69543992	69544077	M0167445	13.86
URS00009C1A7F_9606	938	1007	chr10	69644384	69644453	M0167473	13.88
URS00009C1A7F_9606	1251	1303	chr10	69644697	69644749	M0167478	18.28
URS00008BFEF4_9606	-12	31	chr10	69677645	69677688	M0167513	11.66
URS00008BF2D7_9606	143	183	chr10	69877438	69877478	M0167661	18.19
URS00008BF2D7_9606	-15	38	chr10	69879387	69879440	M1451762	16.64
URS00009AE60E_9606	100	138	chr10	69964346	69964384	M1451857	35.44
URS00009AE60E_9606	272	309	chr10	69964518	69964555	M1451859	18.28
URS00009AE60E_9606	350	381	chr10	69964596	69964627	M0167754	13.88
URS00009AE60E_9606	816	858	chr10	69965062	69965104	M0167758	13.88
URS00009AE60E_9606	1650	1734	chr10	69965896	69965980	M0167762	18.86
URS00008C01AA_9606	326	360	chr10	70600257	70600291	M1452105	16.64
URS00009C0D26_9606	452	524	chr10	70883525	70883597	M0168097	15.94
URS00009C0D26_9606	156	193	chr10	70885737	70885774	M1452238	18.86
URS00009C0D26_9606	-11	68	chr10	70885862	70885941	M1452240	18.28
URS000012C861_9606	59	104	chr10	70954277	70954322	M0168192	18.86
URS00009B99BA_9606	58	103	chr10	70954277	70954322	M0168192	18.86
URS000012C861_9606	266	328	chr10	70954484	70954546	M0168194	24.43
URS00009B99BA_9606	265	327	chr10	70954484	70954546	M0168194	24.43
URS0000117D76_9606	102	144	chr10	71217492	71217534	M0168367	35.44
URS00004D16D8_9606	102	144	chr10	71217492	71217534	M0168367	35.44
URS00008BD221_9606	102	144	chr10	71217492	71217534	M0168367	35.44
URS000075EE9C_9606	102	144	chr10	71217492	71217534	M0168367	35.44
URS00009C3EC4_9606	102	144	chr10	71217492	71217534	M0168367	35.44
URS00008B400D_9606	347	380	chr10	71300520	71300553	M1452563	35.44
URS00008B400D_9606	1748	1784	chr10	71301921	71301957	M0168478	24.43
URS00008B400D_9606	2388	2426	chr10	71302561	71302599	M0168484	24.43
URS00009BDE64_9606	260	349	chr10	71380002	71380091	M0168541	18.86
URS00008B5FD6_9606	237	326	chr10	71380002	71380091	M0168541	18.86
URS00008BAA09_9606	-72	16	chr10	71474127	71474215	M1452682	18.28
URS00008B52F6_9606	-72	16	chr10	71474127	71474215	M1452682	18.28
URS00008BCCD9_9606	33	75	chr10	71493549	71493591	M0168659	11.66
URS00008BCA79_9606	150	190	chr10	71709025	71709065	M0168874	18.28
URS00008B5447_9606	1131	1165	chr10	71764534	71764568	M1452918	15.94
URS00008B5447_9606	598	633	chr10	71765066	71765101	M1452919	12.56
URS00008B5447_9606	-65	13	chr10	71765686	71765764	M1452921	5.14
URS00005069F1_9606	317	398	chr10	73254117	73254198	M1453364	16.64
URS00009C0413_9606	315	396	chr10	73254117	73254198	M1453364	16.64
URS00004CFE9D_9606	225	306	chr10	73254117	73254198	M1453364	16.64
URS00008BEE9C_9606	225	306	chr10	73254117	73254198	M1453364	16.64
URS0000108CB7_9606	225	306	chr10	73254117	73254198	M1453364	16.64
URS0000A764DB_9606	225	306	chr10	73254117	73254198	M1453364	16.64
URS0000A76986_9606	225	306	chr10	73254117	73254198	M1453364	16.64
URS00008E3A07_9606	340	402	chr10	73496481	73496543	M1453412	16.64
URS00009B9E52_9606	340	402	chr10	73496481	73496543	M1453412	16.64
URS00009BFE6B_9606	340	402	chr10	73496481	73496543	M1453412	16.64
URS00008E3968_9606	340	402	chr10	73496481	73496543	M1453412	16.64
URS00008BDD5C_9606	340	402	chr10	73496481	73496543	M1453412	16.64
URS00009B333F_9606	339	401	chr10	73496481	73496543	M1453412	16.64
URS00008BDD68_9606	199	261	chr10	73496481	73496543	M1453412	16.64
URS00008B2B27_9606	199	261	chr10	73496481	73496543	M1453412	16.64
URS00008BE61B_9606	199	261	chr10	73496481	73496543	M1453412	16.64
URS00008BC2DB_9606	195	257	chr10	73496481	73496543	M1453412	16.64
URS00008BD4FD_9606	195	257	chr10	73496481	73496543	M1453412	16.64
URS00008B49F7_9606	195	257	chr10	73496481	73496543	M1453412	16.64
URS00009BB83A_9606	192	254	chr10	73496481	73496543	M1453412	16.64
URS00008B7247_9606	192	254	chr10	73496481	73496543	M1453412	16.64
URS00008BA1DD_9606	191	253	chr10	73496481	73496543	M1453412	16.64
URS0000AADCE8_9606	186	248	chr10	73496481	73496543	M1453412	16.64
URS00009C206F_9606	-13	49	chr10	73496481	73496543	M1453412	16.64
URS00009C0B70_9606	-33	29	chr10	73496481	73496543	M1453412	16.64
URS00008BDD68_9606	-36	7	chr10	73504768	73504811	M1453420	16.64
URS00008E3A07_9606	-36	7	chr10	73504768	73504811	M1453420	16.64
URS00008B2B27_9606	-36	7	chr10	73504768	73504811	M1453420	16.64
URS00009B9E52_9606	-36	7	chr10	73504768	73504811	M1453420	16.64
URS00008BD4FD_9606	-36	7	chr10	73504768	73504811	M1453420	16.64
URS00008BE61B_9606	-37	6	chr10	73504768	73504811	M1453420	16.64
URS00009B333F_9606	-38	5	chr10	73504768	73504811	M1453420	16.64
URS00008BDD68_9606	45	83	chr10	73504849	73504887	M1453433	13.88
URS00008E3A07_9606	45	83	chr10	73504849	73504887	M1453433	13.88
URS00008B2B27_9606	45	83	chr10	73504849	73504887	M1453433	13.88
URS00009B9E52_9606	45	83	chr10	73504849	73504887	M1453433	13.88
URS00008BD4FD_9606	45	83	chr10	73504849	73504887	M1453433	13.88
URS00008BE61B_9606	44	82	chr10	73504849	73504887	M1453433	13.88
URS00009B333F_9606	43	81	chr10	73504849	73504887	M1453433	13.88
URS00008B5C88_9606	310	348	chr10	73504849	73504887	M1453433	13.88
URS00008BDD68_9606	1902	1946	chr10	73506706	73506750	M0169345	14.35
URS00008E3A07_9606	1902	1946	chr10	73506706	73506750	M0169345	14.35
URS00009B9E52_9606	1902	1946	chr10	73506706	73506750	M0169345	14.35
URS00009BFE6B_9606	1429	1473	chr10	73506706	73506750	M0169345	14.35
URS00008E3968_9606	1429	1473	chr10	73506706	73506750	M0169345	14.35
URS0000397E8C_9606	732	776	chr10	73631287	73631331	M1453464	7.52
URS00008BDC6F_9606	5345	5389	chr10	73631287	73631331	M1453464	7.52
URS00008B3670_9606	-2	80	chr10	73781877	73781959	M1453519	18.86
URS00009B0304_9606	45	127	chr10	73781877	73781959	M1453519	18.86
URS00004CE64B_9606	-23	19	chr10	73800541	73800583	M0169530	11.03
URS000075C76D_9606	-23	19	chr10	73800541	73800583	M0169530	11.03
URS00008BD40B_9606	1893	1946	chr10	74110402	74110455	M1453671	16.64
URS00008BD40B_9606	1325	1366	chr10	74110982	74111023	M0169735	15.94
URS00008B6D5B_9606	222	259	chr10	75049493	75049530	M0170014	35.44
URS00008BCDA5_9606	-6	31	chr10	75049493	75049530	M0170014	35.44
URS00008B2E66_9606	27	81	chr10	75125243	75125297	M0170084	24.43
URS00009B03EC_9606	248	322	chr10	75235422	75235496	M0170117	12.31
URS00008C0099_9606	277	331	chr10	75288352	75288406	M0170162	18.86
URS0000369103_9606	182	214	chr10	75296564	75296596	M1453978	15.94
URS000075A5BB_9606	182	214	chr10	75296564	75296596	M1453978	15.94
URS000075CA45_9606	182	214	chr10	75296564	75296596	M1453978	15.94
URS000075D990_9606	182	214	chr10	75296564	75296596	M1453978	15.94
URS000075D278_9606	182	214	chr10	75296564	75296596	M1453978	15.94
URS00002C132C_9606	175	207	chr10	75296564	75296596	M1453978	15.94
URS0000154A45_9606	136	168	chr10	75296564	75296596	M1453978	15.94
URS00004EA837_9606	68	100	chr10	75296564	75296596	M1453978	15.94
URS000045F3BD_9606	50	82	chr10	75296564	75296596	M1453978	15.94
URS000075DD1D_9606	255	300	chr10	75403308	75403353	M1454006	35.44
URS00008B33D1_9606	255	300	chr10	75403308	75403353	M1454006	35.44
URS00007CF941_9606	255	300	chr10	75403308	75403353	M1454006	35.44
URS00007CAF16_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS000075AE84_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS00008B6B8C_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS00008BE5D8_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS000075A510_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS00007E2A2E_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS000075AD5D_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS00008C0151_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS00007DF235_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS000075DD1D_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS00008B33D1_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS00007CF941_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS000075F0C9_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS00007CD0C3_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS0000759AFB_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS00008BE25F_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS00007C43BF_9606	62	194	chr10	75407316	75407448	M0170199	27.76
URS00008BCEDD_9606	1706	1786	chr10	75427819	75427899	M1454028	5.56
URS00008BBFA0_9606	-45	7	chr10	76558004	76558056	M1454354	9.92
URS00003EF28F_9606	441	474	chr10	76939548	76939581	M1454515	18.86
URS000076E20C_9606	389	422	chr10	76939548	76939581	M1454515	18.86
URS00001EB167_9606	1085	1135	chr10	76980580	76980630	M1454530	14.68
URS00008BAC66_9606	846	899	chr10	77253954	77254007	M1454657	11.72
URS00008BFB42_9606	2178	2235	chr10	77598995	77599052	M1454869	11.03
URS00008B7545_9606	332	380	chr10	77765497	77765545	M0171207	18.86
URS00003F3938_9606	-11	37	chr10	77765497	77765545	M0171207	18.86
URS00005773D3_9606	-14	34	chr10	77765497	77765545	M0171207	18.86
URS0000358104_9606	-14	34	chr10	77765497	77765545	M0171207	18.86
URS00001F7B5D_9606	-14	34	chr10	77765497	77765545	M0171207	18.86
URS000045275A_9606	-15	33	chr10	77765497	77765545	M0171207	18.86
URS00005D660B_9606	-27	21	chr10	77765497	77765545	M0171207	18.86
URS00002EDC31_9606	-27	21	chr10	77765497	77765545	M0171207	18.86
URS00003FADDA_9606	-10	64	chr10	77767147	77767221	M1454961	11.72
URS00003DAB73_9606	-65	9	chr10	77767147	77767221	M1454961	11.72
URS00008B7545_9606	196	311	chr10	77775717	77775832	M0171208	24.43
URS000025CC95_9606	7	122	chr10	77775717	77775832	M0171208	24.43
URS00005D5627_9606	29	107	chr10	77779772	77779850	M0171211	27.76
URS0000585E08_9606	12	90	chr10	77779772	77779850	M0171211	27.76
URS0000497BAD_9606	1141	1173	chr10	77792753	77792785	M1454969	35.44
URS0000759D71_9606	404	447	chr10	77927215	77927258	M0171301	21.69
URS00008B899B_9606	404	447	chr10	77927215	77927258	M0171301	21.69
URS00008BF87D_9606	1701	1771	chr10	78068116	78068186	M1455074	24.43
URS00008BF87D_9606	1831	1868	chr10	78068246	78068283	M0171338	24.43
URS000075BF01_9606	788	840	chr10	78251064	78251116	M0171435	24.43
URS00008B9E0F_9606	788	840	chr10	78251064	78251116	M0171435	24.43
URS00001805F3_9606	788	840	chr10	78251064	78251116	M0171435	24.43
URS00009B6E50_9606	787	839	chr10	78251064	78251116	M0171435	24.43
URS000075BF01_9606	895	927	chr10	78251171	78251203	M1455171	16.64
URS00008B9E0F_9606	895	927	chr10	78251171	78251203	M1455171	16.64
URS00001805F3_9606	895	927	chr10	78251171	78251203	M1455171	16.64
URS00009B6E50_9606	894	926	chr10	78251171	78251203	M1455171	16.64
URS00009C60F5_9606	-21	31	chr10	78279573	78279625	M1455183	18.86
URS00008BF333_9606	-21	31	chr10	78279573	78279625	M1455183	18.86
URS000075E389_9606	-21	31	chr10	78279573	78279625	M1455183	18.86
URS00000BBF58_9606	-21	31	chr10	78279573	78279625	M1455183	18.86
URS00009B343F_9606	-22	30	chr10	78279573	78279625	M1455183	18.86
URS00009C6083_9606	41	70	chr10	78330133	78330162	M1455217	8.83
URS000033A2A8_9606	41	70	chr10	78330133	78330162	M1455217	8.83
URS00009C6040_9606	41	70	chr10	78330133	78330162	M1455217	8.83
URS00009B343F_9606	40	69	chr10	78330133	78330162	M1455217	8.83
URS00009C5FA3_9606	219	298	chr10	78538476	78538555	M1455331	16.64
URS00008B5795_9606	-24	12	chr10	78619430	78619466	M1455365	18.28
URS00008B5795_9606	232	262	chr10	78647865	78647895	M1455387	18.86
URS00008B5795_9606	65	124	chr10	78726080	78726139	M0171671	11.03
URS00009B0C9D_9606	72	146	chr10	78953738	78953812	M1455593	9.24
URS00008B817D_9606	232	270	chr10	78977851	78977889	M0171876	11.03
URS00008BF250_9606	318	356	chr10	78977851	78977889	M0171876	11.03
URS00008BBFD0_9606	232	270	chr10	78977851	78977889	M0171876	11.03
URS00008B817D_9606	155	189	chr10	78977932	78977966	M1455610	24.43
URS00008BF250_9606	241	275	chr10	78977932	78977966	M1455610	24.43
URS00008BBFD0_9606	155	189	chr10	78977932	78977966	M1455610	24.43
URS00000CAB03_9606	356	406	chr10	79001831	79001881	M1455629	18.86
URS00008BDF66_9606	2001	2038	chr10	79018602	79018639	M1455639	18.19
URS00008BDF66_9606	505	554	chr10	79020086	79020135	M1455640	35.44
URS00008BCE08_9606	874	944	chr10	79048288	79048358	M1455655	11.66
URS00008BCE08_9606	20	61	chr10	79049171	79049212	M0171932	9.71
URS00008B5116_9606	56	86	chr10	79056111	79056141	M0171944	18.28
URS00008BE741_9606	56	86	chr10	79056111	79056141	M0171944	18.28
URS00008B804C_9606	-10	35	chr10	79067484	79067529	M1455688	35.44
URS0000487043_9606	367	412	chr10	79067484	79067529	M1455688	35.44
URS00008BF45F_9606	645	680	chr10	79169945	79169980	M0172137	24.43
URS00008B90C5_9606	946	1013	chr10	79405085	79405152	M0172389	9.71
URS00008B90C5_9606	897	922	chr10	79405176	79405201	M1456105	21.69
URS00008BD4F0_9606	1382	1435	chr10	79502776	79502829	M0172478	18.86
URS00008BD4F0_9606	162	204	chr10	79504007	79504049	M0172484	13.88
URS00008B39E9_9606	419	468	chr10	79506420	79506469	M1456179	18.86
URS00008BD4F0_9606	248	297	chr10	79506420	79506469	M1456179	18.86
URS0000A7678D_9606	1317	1366	chr10	79506420	79506469	M1456179	18.86
URS00008C1710_9606	1317	1366	chr10	79506420	79506469	M1456179	18.86
URS00008B39E9_9606	300	377	chr10	79506511	79506588	M1456192	9.71
URS00008BD4F0_9606	129	206	chr10	79506511	79506588	M1456192	9.71
URS0000A7678D_9606	1198	1275	chr10	79506511	79506588	M1456192	9.71
URS00008C1710_9606	1198	1275	chr10	79506511	79506588	M1456192	9.71
URS00008B39E9_9606	293	320	chr10	79506568	79506595	M1456190	18.28
URS00008BD4F0_9606	122	149	chr10	79506568	79506595	M1456190	18.28
URS0000A7678D_9606	1191	1218	chr10	79506568	79506595	M1456190	18.28
URS00008C1710_9606	1191	1218	chr10	79506568	79506595	M1456190	18.28
URS0000A7678D_9606	637	675	chr10	79507111	79507149	M1456195	18.28
URS00008C1710_9606	637	675	chr10	79507111	79507149	M1456195	18.28
URS0000A7678D_9606	396	462	chr10	79507324	79507390	M0172626	12.56
URS00008C1710_9606	396	462	chr10	79507324	79507390	M0172626	12.56
URS00008C11F5_9606	139	205	chr10	79507324	79507390	M0172626	12.56
URS00008C39FC_9606	61	127	chr10	79507324	79507390	M0172626	12.56
URS0000A7678D_9606	325	366	chr10	79507420	79507461	M1456209	24.43
URS00008C1710_9606	325	366	chr10	79507420	79507461	M1456209	24.43
URS00008C11F5_9606	235	276	chr10	79507420	79507461	M1456209	24.43
URS00008C39FC_9606	157	198	chr10	79507420	79507461	M1456209	24.43
URS000058E9FC_9606	688	735	chr10	79663879	79663926	M1456237	9.2
URS00001802F1_9606	-391	17	chr10	79668436	79668844	M1456239	8.27
URS0000320AEC_9606	-391	17	chr10	79668436	79668844	M1456239	8.27
URS00009C4C30_9606	-44	386	chr10	79683709	79684139	M0172543	18.86
URS00008C0B26_9606	1245	1675	chr10	79683709	79684139	M0172543	18.86
URS00009BABD2_9606	735	1165	chr10	79683709	79684139	M0172543	18.86
URS00003C9252_9606	1	431	chr10	79683709	79684139	M0172543	18.86
URS00008C0B26_9606	838	893	chr10	79684491	79684546	M1456255	13.86
URS00009BABD2_9606	1517	1572	chr10	79684491	79684546	M1456255	13.86
URS00008C0B26_9606	435	483	chr10	79684901	79684949	M0172553	35.44
URS00009BABD2_9606	1927	1975	chr10	79684901	79684949	M0172553	35.44
URS00008C0B26_9606	282	358	chr10	79685026	79685102	M1456257	24.43
URS00009BABD2_9606	2052	2128	chr10	79685026	79685102	M1456257	24.43
URS00009BABD2_9606	2847	2877	chr10	79685821	79685851	M0172556	15.94
URS00009BABD2_9606	3696	3757	chr10	79686670	79686731	M0172559	18.28
URS00008C0B26_9606	417	478	chr10	79686670	79686731	M0172559	18.28
URS00009BABD2_9606	3782	3828	chr10	79686756	79686802	M1456259	18.86
URS00008C0B26_9606	346	392	chr10	79686756	79686802	M1456259	18.86
URS00009BABD2_9606	4476	4516	chr10	79687450	79687490	M0172745	18.86
URS00009BABD2_9606	4974	5013	chr10	79687948	79687987	M0172747	11.03
URS000011009E_9606	16	63	chr10	79707052	79707099	M1456267	18.19
URS0000473295_9606	39	125	chr10	79808708	79808794	M1456401	8.27
URS000076C963_9606	39	125	chr10	79808708	79808794	M1456401	8.27
URS00009C123F_9606	39	125	chr10	79808708	79808794	M1456401	8.27
URS0000787922_9606	39	125	chr10	79808708	79808794	M1456401	8.27
URS000075BB1D_9606	39	125	chr10	79808708	79808794	M1456401	8.27
URS00009B3B8B_9606	39	125	chr10	79808708	79808794	M1456401	8.27
URS00008C0E64_9606	39	125	chr10	79808708	79808794	M1456401	8.27
URS0000759C3A_9606	39	125	chr10	79808708	79808794	M1456401	8.27
URS00008C1758_9606	39	125	chr10	79808708	79808794	M1456401	8.27
URS00009B4A53_9606	39	125	chr10	79808708	79808794	M1456401	8.27
URS00008C3C78_9606	39	125	chr10	79808708	79808794	M1456401	8.27
URS000075CFC7_9606	39	125	chr10	79808708	79808794	M1456401	8.27
URS000077E304_9606	39	125	chr10	79808708	79808794	M1456401	8.27
URS000077EF54_9606	39	125	chr10	79808708	79808794	M1456401	8.27
URS00003F29E9_9606	170	256	chr10	79808708	79808794	M1456401	8.27
URS00009BC380_9606	170	256	chr10	79808708	79808794	M1456401	8.27
URS00008C2D2B_9606	39	125	chr10	79808708	79808794	M1456401	8.27
URS00009BC380_9606	-66	23	chr10	79825761	79825850	M1456405	21.69
URS0000473295_9606	-67	22	chr10	79825761	79825850	M1456405	21.69
URS000010EB3D_9606	19	65	chr10	79825920	79825966	M1456416	35.44
URS000075B335_9606	19	65	chr10	79825920	79825966	M1456416	35.44
URS000010EB3D_9606	76	173	chr10	79825977	79826074	M1456410	21.69
URS000075B335_9606	76	173	chr10	79825977	79826074	M1456410	21.69
URS00008BEBE2_9606	155	234	chr10	79870241	79870320	M0172796	7.08
URS00008B20F5_9606	2210	2246	chr10	80079139	80079175	M1456482	35.44
URS000075AF25_9606	19	55	chr10	80079139	80079175	M1456482	35.44
URS00008B9AD0_9606	19	55	chr10	80079139	80079175	M1456482	35.44
URS00008BA1F9_9606	19	55	chr10	80079139	80079175	M1456482	35.44
URS000075EFB9_9606	19	55	chr10	80079139	80079175	M1456482	35.44
URS00008BFC88_9606	19	55	chr10	80079139	80079175	M1456482	35.44
URS00008B20E2_9606	19	55	chr10	80079139	80079175	M1456482	35.44
URS000075D30B_9606	19	55	chr10	80079139	80079175	M1456482	35.44
URS00008BDC3E_9606	19	55	chr10	80079139	80079175	M1456482	35.44
URS000075C58D_9606	19	55	chr10	80079139	80079175	M1456482	35.44
URS0000759993_9606	19	55	chr10	80079139	80079175	M1456482	35.44
URS00009BECBB_9606	595	626	chr10	80218613	80218644	M0172888	8.85
URS000075AEB1_9606	595	626	chr10	80218613	80218644	M0172888	8.85
URS00003DD174_9606	595	626	chr10	80218613	80218644	M0172888	8.85
URS000024EAD0_9606	595	626	chr10	80218613	80218644	M0172888	8.85
URS0000A771E6_9606	221	269	chr10	80252504	80252552	M1456531	6.25
URS0000A771E6_9606	668	709	chr10	80252951	80252992	M0172897	24.43
URS0000A771E6_9606	933	1018	chr10	80253216	80253301	M0172904	13.88
URS00003774C8_9606	2	55	chr10	80524835	80524888	M1456674	24.43
URS00008B85D0_9606	0	36	chr10	80525887	80525923	M1456676	18.28
URS00008B8244_9606	510	572	chr10	80532895	80532957	M1456679	13.86
URS000075DD09_9606	510	572	chr10	80532895	80532957	M1456679	13.86
URS00008C04D6_9606	1185	1234	chr10	83313242	83313291	M1457143	24.43
URS00009BF140_9606	45	86	chr10	83711180	83711221	M1457215	11.72
URS00008B8B4E_9606	529	566	chr10	83736034	83736071	M1457218	16.64
URS00008BA975_9606	-55	9	chr10	85422487	85422551	M0174109	14.35
URS00008B4558_9606	302	344	chr10	85439873	85439915	M1457608	16.64
URS00008B73F3_9606	2790	2821	chr10	85528295	85528326	M0174132	24.43
URS00008B73F3_9606	196	234	chr10	85530882	85530920	M0174134	16.64
URS0000759C23_9606	1106	1154	chr10	85606500	85606548	M1457639	16.64
URS0000812002_9606	1106	1154	chr10	85606500	85606548	M1457639	16.64
URS00008BAF37_9606	646	694	chr10	85606500	85606548	M1457639	16.64
URS00008B212F_9606	318	366	chr10	85606500	85606548	M1457639	16.64
URS0000811BB3_9606	318	366	chr10	85606500	85606548	M1457639	16.64
URS000036393F_9606	318	366	chr10	85606500	85606548	M1457639	16.64
URS00009B743C_9606	317	365	chr10	85606500	85606548	M1457639	16.64
URS00005D3BB7_9606	5139	5168	chr10	86751131	86751160	M0174769	13.88
URS00008C13B9_9606	5479	5508	chr10	86751131	86751160	M0174769	13.88
URS00005D3BB7_9606	3775	3887	chr10	86752412	86752524	M0174785	9.71
URS00008C13B9_9606	4115	4227	chr10	86752412	86752524	M0174785	9.71
URS00005D3BB7_9606	3552	3583	chr10	86752716	86752747	M1458220	11.03
URS00008C13B9_9606	3892	3923	chr10	86752716	86752747	M1458220	11.03
URS00005D3BB7_9606	2755	2846	chr10	86753453	86753544	M0174793	5.68
URS00008C13B9_9606	3095	3186	chr10	86753453	86753544	M0174793	5.68
URS00005D3BB7_9606	2032	2084	chr10	86754215	86754267	M1458224	11.03
URS00008C13B9_9606	2372	2424	chr10	86754215	86754267	M1458224	11.03
URS00005D3BB7_9606	541	632	chr10	86755667	86755758	M0174803	18.28
URS00008C13B9_9606	881	972	chr10	86755667	86755758	M0174803	18.28
URS00008C13B9_9606	197	266	chr10	86756373	86756442	M1458232	17.38
URS00008C13B9_9606	79	113	chr10	86756526	86756560	M1458233	27.76
URS00008BEF20_9606	547	584	chr10	87204698	87204735	M1458364	16.7
URS00008B5EF6_9606	289	340	chr10	87216460	87216511	M0174919	21.69
URS000011009E_9606	16	63	chr10	87229273	87229320	M1456366	18.19
URS00001AB6B5_9606	110	151	chr10	87235765	87235806	M0174923	24.43
URS00008BED04_9606	-124	27	chr10	87308664	87308815	M1456392	5.68
URS000075B335_9606	19	65	chr10	87341964	87342010	M1458392	27.76
URS000075B335_9606	115	173	chr10	87342060	87342118	M1458389	35.44
URS000075B335_9606	453	498	chr10	87342886	87342931	M1458394	35.44
URS00008C2C0D_9606	-35	10	chr10	87342886	87342931	M1458394	35.44
URS000075C3A1_9606	476	521	chr10	87342886	87342931	M1458394	35.44
URS00008C2177_9606	476	521	chr10	87342886	87342931	M1458394	35.44
